,Pathogen,Numlist,StudyNum,Study,Author,year,Gene_ID,Virulence_factor,Disease_Variable_Recat,Mutant_dis_mean,Mutant_dis_mean_stand,Mutant_sdcal,Mutant_dis_sd,Mutant_dis_sd_stand,Mutant_N,SE_SD,Wildtype_dis_mean,Wildtype_dis_mean_stand,Wildtype_sdcal,Wildtype_dis_sd,Wildtype_dis_sd_stand,Wildtype_N,Infection_Strategy,Necrotrophic,Saprophytic,Hemibiotrophic,Biotrophic,Class of Host being affected,Fruits,Field,Woody,Ornamental,Mode of transmission,Air,Soil,Water,Host tissue target,Leaves/stem,Fruits/Flower,Root/Vascular,Seeds/grains,Type of disease,Cohen_d,perchange
319,Fusarium oxysporum,83,11,Role of the Transcriptional Activator XlnR of Fusarium oxysporum in Regulation of Xylanase Genes and Virulence,Fernando Calero-Nieto,2007,XlnR,Enzymes,disease index,4.805,96.1,4.885,0.08,1.6,20,sd,4.817,96.34,0,0.08,1.6,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-0.15,-0.002491177
317,Fusarium oxysporum,82,11,Role of the Transcriptional Activator XlnR of Fusarium oxysporum in Regulation of Xylanase Genes and Virulence,Fernando Calero-Nieto,2007,XlnR,Enzymes,disease index,4.805,96.1,4.885,0.08,1.6,20,sd,4.805,96.1,0,9.10E-02,1.82,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,0,0
334,Fusarium oxysporum,97,11,Role of the Transcriptional Activator XlnR of Fusarium oxysporum in Regulation of Xylanase Genes and Virulence,Fernando Calero-Nieto,2007,XlnR,Enzymes,disease index,4.827,96.54,4.884,5.70E-02,1.14,20,sd,4.827,96.54,0,6.80E-02,1.36,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,0,0
336,Fusarium oxysporum,98,11,Role of the Transcriptional Activator XlnR of Fusarium oxysporum in Regulation of Xylanase Genes and Virulence,Fernando Calero-Nieto,2007,XlnR,Enzymes,disease index,4.805,96.1,4.873,6.80E-02,1.36,20,sd,4.805,96.1,0,9.10E-02,1.82,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,0,0
338,Fusarium oxysporum,99,11,Role of the Transcriptional Activator XlnR of Fusarium oxysporum in Regulation of Xylanase Genes and Virulence,Fernando Calero-Nieto,2007,XlnR,Enzymes,disease index,4.874,97.48,4.874,1.00E-04,0.002,20,sd,4.817,96.34,0,0.08,1.6,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,1.007626376,0.011833091
289,Fusarium oxysporum,68,11,Role of the Transcriptional Activator XlnR of Fusarium oxysporum in Regulation of Xylanase Genes and Virulence,Fernando Calero-Nieto,2007,XlnR,Enzymes,disease index,0.932,18.64,0.989,5.70E-02,1.14,20,sd,0.92,18.4,0,9.10E-02,1.82,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,0.158045302,0.013043478
323,Fusarium oxysporum,85,11,Role of the Transcriptional Activator XlnR of Fusarium oxysporum in Regulation of Xylanase Genes and Virulence,Fernando Calero-Nieto,2007,XlnR,Enzymes,disease index,1.149,22.98,1.297,0.148,2.96,20,sd,0.989,19.78,0,9.10E-02,1.82,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,1.302385014,0.161779575
366,Fusarium oxysporum f. sp. rad,158,18,The Nuclear Protein Sge1 of Fusariumoxysporum Is Required for Parasitic Growth,Caroline B. Michielse,2009,SGE1,TF,disease index,1.465,29.3,2.661,1.195,23.9,20,sd,2.567,51.34,0,1.424,28.48,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-0.83834394,-0.429294897
371,Fusarium oxysporum f. sp. rad,163,18,The Nuclear Protein Sge1 of Fusariumoxysporum Is Required for Parasitic Growth,Caroline B. Michielse,2009,SGE1,TF,disease index,1.725,34.5,3.199,1.474,29.48,20,sd,2.567,51.34,0,1.424,28.48,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-0.581003938,-0.328009349
367,Fusarium oxysporum f. sp. rad,159,18,The Nuclear Protein Sge1 of Fusariumoxysporum Is Required for Parasitic Growth,Caroline B. Michielse,2009,SGE1,TF,disease index,1.954,39.08,2.764,0.811,16.22,20,sd,2.567,51.34,0,1.424,28.48,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-0.529009092,-0.238800156
369,Fusarium oxysporum f. sp. rad,161,18,The Nuclear Protein Sge1 of Fusariumoxysporum Is Required for Parasitic Growth,Caroline B. Michielse,2009,SGE1,TF,disease index,1.985,39.7,2.962,0.977,19.54,20,sd,2.567,51.34,0,1.424,28.48,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-0.476608687,-0.226723802
368,Fusarium oxysporum f. sp. rad,160,18,The Nuclear Protein Sge1 of Fusariumoxysporum Is Required for Parasitic Growth,Caroline B. Michielse,2009,SGE1,TF,disease index,2.006,40.12,2.962,0.956,19.12,20,sd,2.567,51.34,0,1.424,28.48,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-0.462570341,-0.218543046
372,Fusarium oxysporum f. sp. rad,164,18,The Nuclear Protein Sge1 of Fusariumoxysporum Is Required for Parasitic Growth,Caroline B. Michielse,2009,SGE1,TF,disease index,2.096,41.92,3.275,1.179,23.58,20,sd,2.567,51.34,0,1.424,28.48,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-0.36029771,-0.183482665
373,Fusarium oxysporum f. sp. rad,165,18,The Nuclear Protein Sge1 of Fusariumoxysporum Is Required for Parasitic Growth,Caroline B. Michielse,2009,SGE1,TF,disease index,2.369,47.38,3.832,1.463,29.26,20,sd,2.567,51.34,0,1.424,28.48,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-0.137154095,-0.07713284
370,Fusarium oxysporum f. sp. rad,162,18,The Nuclear Protein Sge1 of Fusariumoxysporum Is Required for Parasitic Growth,Caroline B. Michielse,2009,SGE1,TF,disease index,2.64,52.8,3.544,0.904,18.08,20,sd,2.567,51.34,0,1.424,28.48,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,0.06120647,0.028437865
374,Fusarium oxysporum f. sp. rad,166,18,The Nuclear Protein Sge1 of Fusariumoxysporum Is Required for Parasitic Growth,Caroline B. Michielse,2009,SGE1,TF,disease index,2.642,52.84,3.832,1.19,23.8,20,sd,2.567,51.34,0,1.424,28.48,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,0.057154774,0.029216985
375,Fusarium oxysporum f. sp. rad,167,18,The Nuclear Protein Sge1 of Fusariumoxysporum Is Required for Parasitic Growth,Caroline B. Michielse,2009,SGE1,TF,disease index,2.653,53.06,3.963,1.31,26.2,20,sd,2.567,51.34,0,1.424,28.48,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,0.062856866,0.033502143
376,Fusarium oxysporum f. sp. rad,168,18,The Nuclear Protein Sge1 of Fusariumoxysporum Is Required for Parasitic Growth,Caroline B. Michielse,2009,SGE1,TF,disease index,2.718,54.36,3.756,1.037,20.74,20,sd,2.567,51.34,0,1.424,28.48,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,0.121224642,0.058823529
377,Fusarium oxysporum f. sp. rad,169,18,The Nuclear Protein Sge1 of Fusariumoxysporum Is Required for Parasitic Growth,Caroline B. Michielse,2009,SGE1,TF,disease index,2.74,54.8,4.028,1.288,25.76,20,sd,2.567,51.34,0,1.424,28.48,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,0.127421004,0.067393845
378,Fusarium oxysporum f. sp. rad,170,18,The Nuclear Protein Sge1 of Fusariumoxysporum Is Required for Parasitic Growth,Caroline B. Michielse,2009,SGE1,TF,disease index,2.784,55.68,3.81,1.026,20.52,20,sd,2.567,51.34,0,1.424,28.48,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,0.174850754,0.084534476
379,Fusarium oxysporum f. sp. rad,171,18,The Nuclear Protein Sge1 of Fusariumoxysporum Is Required for Parasitic Growth,Caroline B. Michielse,2009,SGE1,TF,disease index,3.09,61.8,4.334,1.245,24.9,20,sd,2.567,51.34,0,1.424,28.48,20,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,0.391028666,0.203739774
387,Fusarium oxysporum f. sp. rad,179,19,EBR1 genomic expansion and its role in virulence of Fusarium species,Wilfried Jonker,2014,EBr1,TF,disease index,3.715,4.64375,9.288,5.573,6.96625,30,sd,339.938,424.9225,0,22.291,27.86375,30,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-20.69413364,-0.989071537
389,Fusarium oxysporum f. sp. rad,181,19,EBR1 genomic expansion and its role in virulence of Fusarium species,Wilfried Jonker,2014,EBr1,TF,disease index,3.715,4.64375,9.288,5.573,6.96625,30,sd,339.938,424.9225,0,22.291,27.86375,30,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-20.69413364,-0.989071537
395,Fusarium oxysporum f. sp. rad,187,19,EBR1 genomic expansion and its role in virulence of Fusarium species,Wilfried Jonker,2014,EBr1,TF,disease index,22.291,27.86375,31.579,9.288,11.61,30,sd,339.938,424.9225,0,22.291,27.86375,30,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-18.60233758,-0.934426278
393,Fusarium oxysporum f. sp. rad,185,19,EBR1 genomic expansion and its role in virulence of Fusarium species,Wilfried Jonker,2014,EBr1,TF,disease index,26.006,32.5075,40.867,14.861,18.57625,30,sd,339.938,424.9225,0,22.291,27.86375,30,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-16.57172104,-0.923497814
380,Fusarium oxysporum f. sp. rad,172,19,EBR1 genomic expansion and its role in virulence of Fusarium species,Wilfried Jonker,2014,EBr1,TF,disease index,1.006,8.383333333,1.203,0.196,1.633333333,30,sd,8.933,74.44166667,0,0.687,22.9,30,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-4.069164593,-0.887383858
381,Fusarium oxysporum f. sp. rad,173,19,EBR1 genomic expansion and its role in virulence of Fusarium species,Wilfried Jonker,2014,EBr1,TF,disease index,1.031,8.591666667,1.203,0.172,1.433333333,30,sd,8.933,74.44166667,0,0.687,22.9,30,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-4.058693484,-0.884585246
385,Fusarium oxysporum f. sp. rad,177,19,EBR1 genomic expansion and its role in virulence of Fusarium species,Wilfried Jonker,2014,EBr1,TF,disease index,50.155,62.69375,59.443,9.288,11.61,30,sd,339.938,424.9225,0,22.291,27.86375,30,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-16.97054022,-0.852458389
391,Fusarium oxysporum f. sp. rad,183,19,EBR1 genomic expansion and its role in virulence of Fusarium species,Wilfried Jonker,2014,EBr1,TF,disease index,53.87,67.3375,78.019,24.149,30.18625,30,sd,339.938,424.9225,0,22.291,27.86375,30,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-12.3100483,-0.841529926
386,Fusarium oxysporum f. sp. rad,178,19,EBR1 genomic expansion and its role in virulence of Fusarium species,Wilfried Jonker,2014,EBr1,TF,disease index,70.588,88.235,172.755,102.167,127.70875,30,sd,339.938,424.9225,0,22.291,27.86375,30,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-3.642695678,-0.79235037
388,Fusarium oxysporum f. sp. rad,180,19,EBR1 genomic expansion and its role in virulence of Fusarium species,Wilfried Jonker,2014,EBr1,TF,disease index,91.022,113.7775,185.759,94.737,118.42125,30,sd,339.938,424.9225,0,22.291,27.86375,30,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-3.616989476,-0.732239408
398,Fusarium oxysporum f. sp. rad,190,19,EBR1 genomic expansion and its role in virulence of Fusarium species,Wilfried Jonker,2014,EBr1,TF,disease index,0.83,27.66666667,3.10E-02,0.168,5.6,30,se,2.333,77.76666667,0,3.90E-02,1.3,30,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-12.32443424,-0.644234891
396,Fusarium oxysporum f. sp. rad,188,19,EBR1 genomic expansion and its role in virulence of Fusarium species,Wilfried Jonker,2014,EBr1,TF,disease index,1.116,37.2,0.03,0.165,5.5,30,se,2.333,77.76666667,0,3.90E-02,1.3,30,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-10.15118787,-0.521645949
408,Fusarium oxysporum f. sp. rad,200,19,EBR1 genomic expansion and its role in virulence of Fusarium species,Wilfried Jonker,2014,EBr1,TF,disease index,1.122,37.4,5.70E-02,1.00E-04,0.003333333,30,se,2.333,77.76666667,0,3.90E-02,1.3,30,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-43.91299985,-0.519074153
404,Fusarium oxysporum f. sp. rad,196,19,EBR1 genomic expansion and its role in virulence of Fusarium species,Wilfried Jonker,2014,EBr1,TF,disease index,1.177,39.23333333,6.90E-02,0.377,12.56666667,30,se,2.333,77.76666667,0,3.90E-02,1.3,30,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-4.313402808,-0.495499357
397,Fusarium oxysporum f. sp. rad,189,19,EBR1 genomic expansion and its role in virulence of Fusarium species,Wilfried Jonker,2014,EBr1,TF,disease index,1.211,40.36666667,4.40E-02,0.242,8.066666667,30,se,2.333,77.76666667,0,3.90E-02,1.3,30,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-6.473286398,-0.480925847
399,Fusarium oxysporum f. sp. rad,191,19,EBR1 genomic expansion and its role in virulence of Fusarium species,Wilfried Jonker,2014,EBr1,TF,disease index,1.245,41.5,4.40E-02,0.238,7.933333333,30,se,2.333,77.76666667,0,3.90E-02,1.3,30,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-6.379887594,-0.466352336
406,Fusarium oxysporum f. sp. rad,198,19,EBR1 genomic expansion and its role in virulence of Fusarium species,Wilfried Jonker,2014,EBr1,TF,disease index,1.66,55.33333333,7.10E-02,0.387,12.9,30,se,2.333,77.76666667,0,3.90E-02,1.3,30,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-2.446949186,-0.288469781
384,Fusarium oxysporum f. sp. rad,176,19,EBR1 genomic expansion and its role in virulence of Fusarium species,Wilfried Jonker,2014,EBr1,TF,disease index,7.387,61.55833333,10.724,3.337,27.80833333,30,sd,8.933,74.44166667,0,0.687,22.9,30,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-0.50577091,-0.173066159
403,Fusarium oxysporum f. sp. rad,195,19,EBR1 genomic expansion and its role in virulence of Fusarium species,Wilfried Jonker,2014,EBr1,TF,disease index,2.011,67.03333333,7.10E-02,0.391,13.03333333,30,se,2.333,77.76666667,0,3.90E-02,1.3,30,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-1.158895854,-0.138019717
407,Fusarium oxysporum f. sp. rad,199,19,EBR1 genomic expansion and its role in virulence of Fusarium species,Wilfried Jonker,2014,EBr1,TF,disease index,2.116,70.53333333,8.10E-02,0.443,14.76666667,30,se,2.333,77.76666667,0,3.90E-02,1.3,30,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-0.690072189,-0.093013288
383,Fusarium oxysporum f. sp. rad,175,19,EBR1 genomic expansion and its role in virulence of Fusarium species,Wilfried Jonker,2014,EBr1,TF,disease index,8.123,67.69166667,10.847,2.724,22.7,30,sd,8.933,74.44166667,0,0.687,22.9,30,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-0.296049784,-0.090675025
382,Fusarium oxysporum f. sp. rad,174,19,EBR1 genomic expansion and its role in virulence of Fusarium species,Wilfried Jonker,2014,EBr1,TF,disease index,8.589,71.575,10.356,1.767,14.725,30,sd,8.933,74.44166667,0,0.687,22.9,30,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-0.148906636,-0.0385089
394,Fusarium oxysporum f. sp. rad,186,19,EBR1 genomic expansion and its role in virulence of Fusarium species,Wilfried Jonker,2014,EBr1,TF,disease index,326.935,408.66875,449.536,122.601,153.25125,30,sd,339.938,424.9225,0,22.291,27.86375,30,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-0.147571429,-0.038251093
400,Fusarium oxysporum f. sp. rad,192,19,EBR1 genomic expansion and its role in virulence of Fusarium species,Wilfried Jonker,2014,EBr1,TF,disease index,2.299,76.63333333,0.04,0.218,7.266666667,30,se,2.333,77.76666667,0,3.90E-02,1.3,30,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-0.217118359,-0.014573511
405,Fusarium oxysporum f. sp. rad,197,19,EBR1 genomic expansion and its role in virulence of Fusarium species,Wilfried Jonker,2014,EBr1,TF,disease index,2.306,76.86666667,7.10E-02,0.389,12.96666667,30,se,2.333,77.76666667,0,3.90E-02,1.3,30,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-0.097669149,-0.011573082
392,Fusarium oxysporum f. sp. rad,184,19,EBR1 genomic expansion and its role in virulence of Fusarium species,Wilfried Jonker,2014,EBr1,TF,disease index,369.659,462.07375,484.83,115.17,143.9625,30,sd,339.938,424.9225,0,22.291,27.86375,30,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,0.358305224,0.087430649
401,Fusarium oxysporum f. sp. rad,193,19,EBR1 genomic expansion and its role in virulence of Fusarium species,Wilfried Jonker,2014,EBr1,TF,disease index,2.776,92.53333333,3.40E-02,0.188,6.266666667,30,se,2.333,77.76666667,0,3.90E-02,1.3,30,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,3.262958909,0.189884269
390,Fusarium oxysporum f. sp. rad,182,19,EBR1 genomic expansion and its role in virulence of Fusarium species,Wilfried Jonker,2014,EBr1,TF,disease index,464.396,580.495,555.418,91.022,113.7775,30,sd,339.938,424.9225,0,22.291,27.86375,30,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,1.878208237,0.366119704
415,Fusarium oxysporum f. sp. rad,207,20,The Wor1-like Protein Fgp1 Regulates Pathogenicity Toxin Synthesis and Reproduction in the Phytopathogenic Fungus Fusarium graminearum,Wilfried Jonker,2012,FPG1,TF,disease index,0.386,3.86,0.89,0.504,5.04,30,sd,8.006,80.06,0,1.608,16.08,30,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-6.394922238,-0.95178616
416,Fusarium oxysporum f. sp. rad,208,20,The Wor1-like Protein Fgp1 Regulates Pathogenicity Toxin Synthesis and Reproduction in the Phytopathogenic Fungus Fusarium graminearum,Wilfried Jonker,2012,FPG1,TF,disease index,0.445,4.45,0.92,0.475,4.75,30,sd,8.006,80.06,0,1.608,16.08,30,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-6.377368161,-0.944416687
413,Fusarium oxysporum f. sp. rad,205,20,The Wor1-like Protein Fgp1 Regulates Pathogenicity Toxin Synthesis and Reproduction in the Phytopathogenic Fungus Fusarium graminearum,Wilfried Jonker,2012,FPG1,TF,disease index,0.475,4.75,0.92,0.445,4.45,30,sd,8.006,80.06,0,1.608,16.08,30,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-6.383476866,-0.940669498
414,Fusarium oxysporum f. sp. rad,206,20,The Wor1-like Protein Fgp1 Regulates Pathogenicity Toxin Synthesis and Reproduction in the Phytopathogenic Fungus Fusarium graminearum,Wilfried Jonker,2012,FPG1,TF,disease index,0.505,5.05,0.979,0.475,4.75,30,sd,8.006,80.06,0,1.608,16.08,30,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-6.326760822,-0.936922308
411,Fusarium oxysporum f. sp. rad,203,20,The Wor1-like Protein Fgp1 Regulates Pathogenicity Toxin Synthesis and Reproduction in the Phytopathogenic Fungus Fusarium graminearum,Wilfried Jonker,2012,FPG1,TF,disease index,5.852,58.52,8.457,2.605,26.05,30,sd,8.006,80.06,0,1.608,16.08,30,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-0.995065715,-0.269048214
409,Fusarium oxysporum f. sp. rad,201,20,The Wor1-like Protein Fgp1 Regulates Pathogenicity Toxin Synthesis and Reproduction in the Phytopathogenic Fungus Fusarium graminearum,Wilfried Jonker,2012,FPG1,TF,disease index,6.431,64.31,8.939,2.508,25.08,30,sd,8.006,80.06,0,1.608,16.08,30,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-0.747641781,-0.196727454
412,Fusarium oxysporum f. sp. rad,204,20,The Wor1-like Protein Fgp1 Regulates Pathogenicity Toxin Synthesis and Reproduction in the Phytopathogenic Fungus Fusarium graminearum,Wilfried Jonker,2012,FPG1,TF,disease index,6.56,65.6,8.521,1.961,19.61,30,sd,8.006,80.06,0,1.608,16.08,30,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-0.806376364,-0.180614539
410,Fusarium oxysporum f. sp. rad,202,20,The Wor1-like Protein Fgp1 Regulates Pathogenicity Toxin Synthesis and Reproduction in the Phytopathogenic Fungus Fusarium graminearum,Wilfried Jonker,2012,FPG1,TF,disease index,6.656,66.56,9.164,2.508,25.08,30,sd,8.006,80.06,0,1.608,16.08,30,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-0.640835813,-0.168623532
420,Fusarium oxysporum f. sp. rad,212,20,The Wor1-like Protein Fgp1 Regulates Pathogenicity Toxin Synthesis and Reproduction in the Phytopathogenic Fungus Fusarium graminearum,Wilfried Jonker,2012,FPG1,TF,disease index,6.884,68.84,8.902,2.018,20.18,30,sd,8.006,80.06,0,1.608,16.08,30,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-0.614945108,-0.140144891
419,Fusarium oxysporum f. sp. rad,211,20,The Wor1-like Protein Fgp1 Regulates Pathogenicity Toxin Synthesis and Reproduction in the Phytopathogenic Fungus Fusarium graminearum,Wilfried Jonker,2012,FPG1,TF,disease index,7.24,72.4,9.08,1.84,18.4,30,sd,8.006,80.06,0,1.608,16.08,30,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-0.443313168,-0.095678241
418,Fusarium oxysporum f. sp. rad,210,20,The Wor1-like Protein Fgp1 Regulates Pathogenicity Toxin Synthesis and Reproduction in the Phytopathogenic Fungus Fusarium graminearum,Wilfried Jonker,2012,FPG1,TF,disease index,7.507,75.07,8.932,1.424,14.24,30,sd,8.006,80.06,0,1.608,16.08,30,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-0.328551236,-0.062328254
417,Fusarium oxysporum f. sp. rad,209,20,The Wor1-like Protein Fgp1 Regulates Pathogenicity Toxin Synthesis and Reproduction in the Phytopathogenic Fungus Fusarium graminearum,Wilfried Jonker,2012,FPG1,TF,disease index,7.567,75.67,9.881,2.315,23.15,30,sd,8.006,80.06,0,1.608,16.08,30,Necrotrophic/Hemibiotrophic,1,0,1,0,Field/Cereal,1,1,0,0,Soil,0,1,0,Root/Vascular,0,0,1,0,wilt,-0.220259983,-0.054833875
